Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:31:17,4598, MOLT23B01659-014    , 2002-PFT910.00-346  ,1290
3, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
5, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
7, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
9, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
11, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
13, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
15, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
17, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
19, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
21, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
23, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
25, 23/12/06__18:31:17,4598, MOLT23B01659-014    , ,  
Qty Sum ,_,_,_,_ ,0
